"weight","new_entrepreneur","established_entrepreneur","knows_entrepreneur","local_opportunity","entrepreneurial_skill","fear_of_failure","wants_entrepreneurship","respects_entrepreneurship","follows_entrepreneurship","future_startup","discontinued_business","discontinued_business_continuation","is_investor","investment","investment_relationship","gender","age_range","household_size","household_income","education","new_entrepreneur_industry","established_entrepreneur_industry","new_entrepreneur_new_jobs","established_entrepreneur_new_jobs","established_entrepreneur_owners","new_entrepreneur_owners","new_entrepreneur_external_sales","established_entrepreneur_external_sales","new_entrepreneur_innovation","year","new_entrepreneur_local_innovation","new_entrepreneur_employees","established_entrepreneur_employees","race","region"
1.277370467,"No","No","No","Yes",NA,NA,NA,NA,NA,"No","No",NA,"No",NA,NA,"male","55-64",3,"$50,000 to under $75,000","Some College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Southeast"
1.277370467,"No","No","No","No","Yes","No",NA,NA,NA,"No","No",NA,"No",NA,NA,"male","55-64",2,"Over $200,000","Some College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Southeast"
0.674020282,"Yes","No","Yes","Yes","Yes","Yes",NA,NA,NA,"No","No",NA,"No",NA,NA,"female","55-64",2,"$25,000 to under $35,000","Completed High School","RETAIL TRADE, HOTELS & RESTAURANTS",NA,3,NA,NA,3,"Under 25%",NA,"Yes","2015",NA,NA,NA,"Black","Great Lakes"
1.277370467,"No","No","No","No","No","No",NA,NA,NA,"No","No",NA,"No",NA,NA,"male","55-64",1,"$15,000 to under $25,000","Some High School",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Southeast"
1.277370467,"No","No","No","Yes",NA,NA,NA,NA,NA,"No","No",NA,"No",NA,NA,"male","55-64",2,NA,"Some College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Southeast"
0.798046632,"No","No","No",NA,"No",NA,NA,NA,NA,"No","No",NA,"No",NA,NA,"male","55-64",1,"$75,000 to under $100,000","Some College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Great Lakes"
1.124423718,"No","No","No",NA,"Yes","No",NA,NA,NA,"Yes","No",NA,"No",NA,NA,"male","45-54",1,"$50,000 to under $75,000","Completed College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"Black","Southeast"
0.818759739,"No","No","No","No","Yes","No",NA,NA,NA,"No","No",NA,"No",NA,NA,"male","55-64",2,NA,"Some College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","New England"
1.027241125,"No","No","No",NA,NA,"No",NA,NA,NA,"No","No",NA,"No",NA,NA,"female","45-54",1,"Under $15,000","Some College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Southeast"
1.027241125,"No","No","No","Yes","No","Yes",NA,NA,NA,"No","No",NA,"No",NA,NA,"female","45-54",3,NA,"Degree Graduate (Master's or PhD)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Southeast"
0.941175055,"No","No","No",NA,"Yes","No",NA,NA,NA,"No","No",NA,"No",NA,NA,"female","55-64",1,"$15,000 to under $25,000","Some High School",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Southeast"
1.277370467,"No","Yes","No","Yes","Yes","No",NA,NA,NA,"No","No",NA,"No",NA,NA,"male","55-64",2,"$150,000 to under $200,000","Completed High School",NA,"GOVERNMENT, HEALTH, EDUCATION, SOCIAL SERVICES",NA,0,1,NA,NA,NA,NA,"2015",NA,NA,2,"White","Southeast"
0.963587002,"No","No","No",NA,"No","Yes",NA,NA,NA,"No","No",NA,"No",NA,NA,"male","35-44",2,"$35,000 to under $50,000","Completed High School",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Southeast"
0.674020282,"No","No","No","Yes","Yes","Yes",NA,NA,NA,"No","No",NA,"No",NA,NA,"female","55-64",2,"$75,000 to under $100,000","Completed College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Great Lakes"
1.027241125,"No","No","No","No","Yes","Yes",NA,NA,NA,"No","No",NA,"No",NA,NA,"female","45-54",3,"$100,000 to under $150,000","Completed College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Southeast"
0.986394901,"No","No","No",NA,NA,"Yes",NA,NA,NA,"No","No",NA,"No",NA,NA,"female","45-54",4,"$50,000 to under $75,000","Completed College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Great Lakes"
1.289585554,"No","No","No","Yes","Yes","Yes",NA,NA,NA,"No","No",NA,"No",NA,NA,"male","35-44",4,"$50,000 to under $75,000","Completed College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"Hispanic","Great Lakes"
1.017786633,"No","No","No","No","No",NA,NA,NA,NA,"No","No",NA,"No",NA,NA,"male","45-54",1,"Under $15,000","Completed High School",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Pacific Southwest"
0.762213451,"No","No","No","No",NA,"No",NA,NA,NA,"No","No",NA,"No",NA,NA,"male","35-44",7,"Under $15,000","None/Less than High School",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"Other","Pacific Southwest"
0.798046632,"Yes","No","Yes","No","Yes",NA,NA,NA,NA,"No","No",NA,"No",NA,NA,"male","55-64",2,"$75,000 to under $100,000","Completed High School","GOVERNMENT, HEALTH, EDUCATION, SOCIAL SERVICES",NA,3,NA,NA,1,"Under 25%",NA,NA,"2015",NA,NA,NA,"White","Great Lakes"
0.878241312,"No","No","No",NA,"Yes","No",NA,NA,NA,"No","No",NA,"No",NA,NA,"female","25-34",6,"$75,000 to under $100,000","Completed College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Pacific Southwest"
1.199458229,"No","No","No",NA,"Yes",NA,NA,NA,NA,"No","No",NA,"No",NA,NA,"female","25-34",5,"$50,000 to under $75,000","Completed College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Great Lakes"
0.674020282,"Yes","No","No","No","Yes","Yes",NA,NA,NA,"No","Yes","Yes","No",NA,NA,"female","55-64",2,"$50,000 to under $75,000","Some College/University","RETAIL TRADE, HOTELS & RESTAURANTS",NA,0,NA,NA,3,"None",NA,"Yes","2015",NA,NA,NA,"Black","Great Lakes"
0.986394901,"No","No","No",NA,"No","Yes",NA,NA,NA,"No","No",NA,"No",NA,NA,"female","45-54",3,"$75,000 to under $100,000","Completed High School",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Great Lakes"
0.986394901,"No","No","Yes","No","Yes","No",NA,NA,NA,"No","No",NA,"No",NA,NA,"female","45-54",5,"$100,000 to under $150,000","Completed College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Great Lakes"
0.948166244,"No","No","No","No","Yes","Yes",NA,NA,NA,"Yes","No",NA,"No",NA,NA,"male","55-64",NA,NA,"Completed High School",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"Hispanic","Pacific Southwest"
0.84827924,"No","No","No",NA,"No","No",NA,NA,NA,"No","No",NA,"No",NA,NA,"female","35-44",2,NA,"Completed College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Great Lakes"
0.941175055,"No","No","No","No","No","No",NA,NA,NA,"No","No",NA,"No",NA,NA,"female","55-64",5,"Under $15,000","Some High School",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"Black","Southeast"
0.941175055,"No","No","No",NA,"Yes",NA,NA,NA,NA,"No","No",NA,"No",NA,NA,"female","55-64",2,"$50,000 to under $75,000","Degree Graduate (Master's or PhD)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Southeast"
0.818759739,"No","No","No","No","No","No",NA,NA,NA,"No","No",NA,"No",NA,NA,"male","55-64",3,"$100,000 to under $150,000","Degree Graduate (Master's or PhD)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","New England"
0.912734842,"No","No","No","Yes","No","Yes",NA,NA,NA,"No","No",NA,"No",NA,NA,"male","45-54",4,"$75,000 to under $100,000","Completed College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"Black","New England"
0.941175055,"Yes","No","Yes",NA,"Yes","No",NA,NA,NA,"No","No",NA,"No",NA,NA,"female","55-64",1,"$75,000 to under $100,000","Completed College/University","PROFESSIONAL SERVICES",NA,6,NA,NA,3,"Under 25%",NA,NA,"2015",NA,0,NA,"White","Southeast"
0.986394901,"No","No","Yes","Yes","No","No",NA,NA,NA,"No","No",NA,"Yes",NA,"A friend or neighbor, or","female","45-54",1,"$50,000 to under $75,000","Completed College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"Black","Great Lakes"
0.948166244,"No","No","Yes","No","Yes","Yes",NA,NA,NA,"No","No",NA,"Yes",NA,"A friend or neighbor, or","male","55-64",1,"$100,000 to under $150,000","Completed High School",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Pacific Southwest"
0.965965384,"No","No","No",NA,NA,NA,NA,NA,NA,"No","No",NA,"No",NA,NA,"female","45-54",4,NA,"Some College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Pacific Southwest"
0.798046632,"No","No","No","No","Yes","Yes",NA,NA,NA,"No","No",NA,"No",NA,NA,"male","55-64",2,"Under $15,000","Completed High School",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Great Lakes"
0.84827924,"No","No","No",NA,"No","No",NA,NA,NA,"No","No",NA,"No",NA,NA,"female","35-44",5,"$35,000 to under $50,000","Completed High School",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Great Lakes"
1.027241125,"No","No","No","No","No","No",NA,NA,NA,"No","No",NA,"No",NA,NA,"female","45-54",1,"Under $15,000","Some College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Southeast"
0.814409085,"No","No","No",NA,"No","Yes",NA,NA,NA,"No","No",NA,"No",NA,NA,"male","45-54",3,"$100,000 to under $150,000","Degree Graduate (Master's or PhD)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Great Lakes"
0.941175055,"No","No","Yes","Yes","Yes","Yes",NA,NA,NA,"No","No",NA,"No",NA,NA,"female","55-64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,NA,"Southeast"
1.027241125,"No","No","No","No","No","No",NA,NA,NA,"No","No",NA,"No",NA,NA,"female","45-54",1,"Under $15,000","Completed College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Southeast"
0.941175055,"No","No","No","No","No","No",NA,NA,NA,"No","No",NA,"No",NA,NA,"female","55-64",2,"$100,000 to under $150,000","Some College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Southeast"
0.986394901,"No","No","Yes","Yes",NA,"No",NA,NA,NA,"Yes","No",NA,"No",NA,NA,"female","45-54",2,NA,"Completed High School",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Great Lakes"
1.193705039,"No","Yes","No","Yes","Yes","No",NA,NA,NA,"No","No",NA,"No",NA,NA,"female","55-64",2,NA,"Completed College/University",NA,"RETAIL TRADE, HOTELS & RESTAURANTS",NA,0,1,NA,NA,NA,NA,"2015",NA,NA,0,"White","New England"
0.814409085,"No","No","No",NA,"No","Yes",NA,NA,NA,"No","No",NA,"No",NA,NA,"male","45-54",3,NA,"Completed College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Great Lakes"
1.193705039,"No","No","Yes",NA,"No","Yes",NA,NA,NA,"No","No",NA,"No",NA,NA,"female","55-64",2,"$50,000 to under $75,000","Degree Graduate (Master's or PhD)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","New England"
0.941175055,"No","No","No","Yes","Yes","Yes",NA,NA,NA,"No","No",NA,"No",NA,NA,"female","55-64",2,"$75,000 to under $100,000","Some College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Southeast"
1.193705039,"No","No","No","Yes","No","No",NA,NA,NA,"No","No",NA,"No",NA,NA,"female","55-64",1,"$15,000 to under $25,000","Some College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","New England"
0.965965384,"No","No","No",NA,"No","No",NA,NA,NA,"No","No",NA,"No",NA,NA,"female","45-54",2,NA,"Completed High School",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Pacific Southwest"
0.762213451,"Yes","No","No",NA,"Yes",NA,NA,NA,NA,"No","No",NA,"No",NA,NA,"male","35-44",2,"$25,000 to under $35,000","Completed College/University","INFORMATION AND COMMUNICATION",NA,8,NA,NA,1,"More than 75%",NA,NA,"2015",NA,1,NA,"White","Pacific Southwest"
0.674020282,"No","No","Yes","No","Yes",NA,NA,NA,NA,"No","No",NA,"No",NA,NA,"female","55-64",3,"$50,000 to under $75,000","Some College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Great Lakes"
0.878241312,"No","No","No","Yes",NA,"No",NA,NA,NA,"No","No",NA,"No",NA,NA,"female","25-34",4,"$75,000 to under $100,000","Completed College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"Hispanic","Pacific Southwest"
0.941175055,"No","No","No","No","Yes","Yes",NA,NA,NA,"No","No",NA,"No",NA,NA,"female","55-64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,NA,"Southeast"
1.289585554,"Yes","No","Yes","Yes","Yes","No",NA,NA,NA,"No","No",NA,"No",NA,NA,"male","35-44",3,"Over $200,000","Degree Graduate (Master's or PhD)","GOVERNMENT, HEALTH, EDUCATION, SOCIAL SERVICES",NA,0,NA,NA,1,"Under 25%",NA,"Yes","2015",NA,1,NA,"White","Great Lakes"
0.941175055,"No","No","Yes","No","Yes","No",NA,NA,NA,NA,"No",NA,"No",NA,NA,"female","55-64",3,"Over $200,000","Some College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Southeast"
0.814409085,"No","No","Yes","No",NA,"Yes",NA,NA,NA,"No","No",NA,"No",NA,NA,"male","45-54",4,"$75,000 to under $100,000","Completed College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Great Lakes"
0.814409085,"No","Yes","Yes","Yes","Yes","No",NA,NA,NA,"Yes","No",NA,"No",NA,NA,"male","45-54",2,"$15,000 to under $25,000","Degree Graduate (Master's or PhD)",NA,"GOVERNMENT, HEALTH, EDUCATION, SOCIAL SERVICES",NA,0,1,NA,NA,NA,NA,"2015",NA,NA,0,"Black","Great Lakes"
1.277370467,"No","No",NA,"Yes","Yes","No",NA,NA,NA,NA,"No",NA,"No",NA,NA,"male","55-64",1,"Under $15,000","Degree Graduate (Master's or PhD)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Southeast"
0.986394901,"No","No","No","No","No","No",NA,NA,NA,"No","No",NA,"No",NA,NA,"female","45-54",2,"$15,000 to under $25,000","Completed College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Great Lakes"
0.905594492,"No","No","No","Yes",NA,"Yes",NA,NA,NA,"No","No",NA,"No",NA,NA,"female","18-24",5,"$25,000 to under $35,000","Completed High School",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Pacific Southwest"
0.814409085,"No","Yes","No","Yes","Yes","No",NA,NA,NA,"No","No",NA,"No",NA,NA,"male","45-54",1,"Over $200,000","None/Less than High School",NA,"MINING,CONSTRUCTION",NA,1,1,NA,NA,NA,NA,"2015",NA,NA,4,"White","Great Lakes"
0.814409085,"No","No","No",NA,NA,"No",NA,NA,NA,"No","No",NA,"No",NA,NA,"male","45-54",2,"$100,000 to under $150,000","Completed College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Great Lakes"
0.814409085,"No","No","No","No","No","No",NA,NA,NA,"No","No",NA,"No",NA,NA,"male","45-54",2,"$100,000 to under $150,000","Completed College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Great Lakes"
0.965965384,"No","No","No",NA,"No","Yes",NA,NA,NA,"No","No",NA,"No",NA,NA,"female","45-54",5,NA,"Completed College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Pacific Southwest"
0.941175055,"No","No","No","No","Yes","No",NA,NA,NA,"Yes","No",NA,"No",NA,NA,"female","55-64",4,"$100,000 to under $150,000","Completed College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Southeast"
0.814409085,"No","No","No","No","Yes","No",NA,NA,NA,"Yes","No",NA,"No",NA,NA,"male","45-54",1,"Under $15,000","Some College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"Black","Great Lakes"
1.038343087,"No","No","No",NA,"Yes","No",NA,NA,NA,"No","No",NA,"No",NA,NA,"male","25-34",3,"$100,000 to under $150,000","Completed College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Southeast"
1.027241125,"No","No","Yes","Yes","No","No",NA,NA,NA,"No","No",NA,"No",NA,NA,"female","45-54",2,"$15,000 to under $25,000","Some High School",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"Black","Southeast"
0.979195256,"No","No","Yes","Yes","Yes","No",NA,NA,NA,"No","No",NA,"No",NA,NA,"female","35-44",4,"$100,000 to under $150,000","Degree Graduate (Master's or PhD)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"Other","Pacific Southwest"
1.160812559,"No","No","Yes",NA,"Yes","No",NA,NA,NA,"No","No",NA,"No",NA,NA,"female","25-34",3,"$75,000 to under $100,000","Some College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Southeast"
0.986394901,"No","No","No","No","Yes","No",NA,NA,NA,"No","No",NA,"No",NA,NA,"female","45-54",3,"$75,000 to under $100,000","Completed College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Great Lakes"
0.814409085,"No","Yes","No","No",NA,NA,NA,NA,NA,"No","No",NA,"No",NA,NA,"male","45-54",3,"$50,000 to under $75,000","Completed High School",NA,"RETAIL TRADE, HOTELS & RESTAURANTS",NA,0,1,NA,NA,NA,NA,"2015",NA,NA,0,"Other","Great Lakes"
0.818759739,"No","No","No",NA,"Yes","No",NA,NA,NA,"No","No",NA,"No",NA,NA,"male","55-64",2,NA,"Degree Graduate (Master's or PhD)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","New England"
1.168561722,"No","No","No","No","No","Yes",NA,NA,NA,"No","No",NA,"No",NA,NA,"female","35-44",5,"$35,000 to under $50,000","Completed High School",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Southeast"
1.199458229,"No","No","Yes",NA,"No","Yes",NA,NA,NA,"No","No",NA,"No",NA,NA,"female","25-34",5,"$35,000 to under $50,000","Completed College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"Other","Great Lakes"
1.295425011,"No","No","No",NA,"No","Yes",NA,NA,NA,"No","No",NA,"No",NA,NA,"female","55-64",3,NA,"Some College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Pacific Southwest"
0.762213451,"No","No","Yes",NA,"Yes","No",NA,NA,NA,"No","No",NA,"No",NA,NA,"male","35-44",4,"$75,000 to under $100,000","Completed College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Pacific Southwest"
1.083580419,"No","No","No",NA,"Yes","No",NA,NA,NA,"No","No",NA,"No",NA,NA,"female","45-54",2,"$100,000 to under $150,000","Degree Graduate (Master's or PhD)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","New England"
1.295425011,"No","No","No","Yes","No","No",NA,NA,NA,"No","No",NA,"No",NA,NA,"female","55-64",2,"$150,000 to under $200,000","Degree Graduate (Master's or PhD)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Pacific Southwest"
0.798046632,"No","No","No","Yes","No","No",NA,NA,NA,"No","No",NA,"No",NA,NA,"male","55-64",2,"$50,000 to under $75,000","Some College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Great Lakes"
0.798046632,"No","No","No",NA,NA,"No",NA,NA,NA,"No","No",NA,"No",NA,NA,"male","55-64",3,"Under $15,000","Completed High School",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Great Lakes"
1.027241125,"No","No","Yes","No","Yes","Yes",NA,NA,NA,"No","No",NA,"No",NA,NA,"female","45-54",1,"$50,000 to under $75,000","Completed College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Southeast"
1.013442787,"No","No","No","Yes","No","Yes",NA,NA,NA,"No","No",NA,"No",NA,NA,"male","25-34",1,"$50,000 to under $75,000","Completed High School",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Pacific Southwest"
0.814409085,"No","Yes","Yes",NA,"Yes","No",NA,NA,NA,"No","No",NA,"No",NA,NA,"male","45-54",2,NA,"Completed High School",NA,"ADMINISTRATIVE SERVICES",NA,2,1,NA,NA,NA,NA,"2015",NA,NA,3,"White","Great Lakes"
1.168561722,"No","No","No",NA,NA,"Yes",NA,NA,NA,"No","No",NA,"No",NA,NA,"female","35-44",2,"$35,000 to under $50,000","Some College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Southeast"
0.941175055,"No","No","Yes",NA,"Yes","Yes",NA,NA,NA,"Yes","No",NA,"Yes",NA,"Some other relative, kin, or blood relation","female","55-64",4,"$25,000 to under $35,000","Completed High School",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"Black","Southeast"
1.027241125,"No","No","No","No","No","Yes",NA,NA,NA,"No","No",NA,"No",NA,NA,"female","45-54",3,"$15,000 to under $25,000","Completed College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"Hispanic","Southeast"
0.965965384,"No","No","No",NA,"No","Yes",NA,NA,NA,"No","No",NA,"No",NA,NA,"female","45-54",4,"$75,000 to under $100,000","Completed College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Pacific Southwest"
1.017786633,"No","No","No","No","No","No",NA,NA,NA,"No","No",NA,"No",NA,NA,"male","45-54",4,"$50,000 to under $75,000","Some High School",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Pacific Southwest"
0.965965384,"No","No","No","No","No","No",NA,NA,NA,"No","No",NA,"No",NA,NA,"female","45-54",2,"$75,000 to under $100,000","Completed College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Pacific Southwest"
0.948166244,"No","No","Yes","Yes",NA,"No",NA,NA,NA,"No","No",NA,"No",NA,NA,"male","55-64",6,"Under $15,000","None/Less than High School",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"Hispanic","Pacific Southwest"
0.798046632,"No","No","No","Yes",NA,"No",NA,NA,NA,"No","No",NA,"No",NA,NA,"male","55-64",1,"Under $15,000","Completed High School",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Great Lakes"
